ATT1,ATT2,ATT3,ATT4,ATT5,ATT6,ATT7,ATT8,ATT9,ATT10,ATT11,ATT12,ATT13,CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT,MEDV
0.63772,0.193799,0.328768,0.407786,0.565933,0.891789,0.867792,0.62663,0.962524,0.884581,0.217635,0.634489,0.139319,0.06899,0,25.65,0,0.581,5.87,69.7,2.2577,2,188,19.1,389.15,14.37,22
0.28294,0.389272,0.563889,0.082424,0.363461,0.608167,0.656335,0.165347,0.766874,0.850907,0.115872,0.951031,0.226012,0.07165,0,25.65,0,0.581,6.004,84.1,2.1974,2,188,19.1,377.67,14.27,20.3
0.294479,0.925432,0.249591,0.853769,0.522536,0.841213,0.876291,0.738047,0.83534,0.817631,0.299159,0.42699,0.249575,0.09299,0,25.65,0,0.581,5.961,92.9,2.0869,2,188,19.1,378.09,17.93,20.5
0.480584,0.02181,0.595256,0.981873,0.187706,0.63336,0.921379,0.095991,0.843894,0.529496,0.662422,0.779495,0.214054,0.15038,0,25.65,0,0.581,5.856,97,1.9444,2,188,19.1,370.31,25.41,17.3
0.078075,0.03916,0.219786,0.686126,0.959992,0.954377,0.11504,0.667355,0.237069,0.683504,0.843691,0.302845,0.904698,0.09849,0,25.65,0,0.581,5.879,95.8,2.0063,2,188,19.1,379.38,17.58,18.8
0.647554,0.556461,0.653626,0.425713,0.896682,0.051698,0.680522,0.767661,0.673319,0.273294,0.425015,0.823199,0.856771,0.16902,0,25.65,0,0.581,5.986,88.4,1.9929,2,188,19.1,385.02,14.81,21.4
0.396948,0.663305,0.328452,0.007965,0.832753,0.674755,0.444742,0.565636,0.65133,0.905951,0.109834,0.105348,0.06748,0.38735,0,25.65,0,0.581,5.613,95.6,1.7572,2,188,19.1,359.29,27.26,15.7
0.621564,0.012414,0.264907,0.726293,0.960321,0.149317,0.730993,0.003201,0.344405,0.839012,0.211988,0.50958,0.684823,0.25915,0,21.89,0,0.624,5.693,96,1.7883,4,437,21.2,392.11,17.19,16.2
0.75997,0.717862,0.038288,0.434544,0.01185,0.199121,0.279291,0.635618,0.665921,0.556828,0.990413,0.608184,0.102872,0.32543,0,21.89,0,0.624,6.431,98.8,1.8125,4,437,21.2,396.9,15.39,18
0.004632,0.947297,0.235893,0.644729,0.124179,0.358061,0.968444,0.746508,0.287596,0.791631,0.088455,0.337914,0.859937,0.88125,0,21.89,0,0.624,5.637,94.7,1.9799,4,437,21.2,396.9,18.34,14.3
0.034166,0.295938,0.780654,0.47278,0.729508,0.947864,0.019505,0.591551,0.605893,0.063069,0.162907,0.982285,0.002439,0.34006,0,21.89,0,0.624,6.458,98.9,2.1185,4,437,21.2,395.04,12.6,19.2
0.981477,0.048041,0.368138,0.432573,0.514054,0.621578,0.077152,0.020575,0.544356,0.174863,0.212363,0.538265,0.343447,1.19294,0,21.89,0,0.624,6.326,97.7,2.271,4,437,21.2,396.9,12.26,19.6
0.372514,0.826678,0.204546,0.618347,0.414709,0.897252,0.606272,0.353189,0.056744,0.079731,0.806224,0.565053,0.432677,0.59005,0,21.89,0,0.624,6.372,97.9,2.3274,4,437,21.2,385.76,11.12,23
0.288882,0.050388,0.020266,0.943656,0.770138,0.480582,0.840295,0.368235,0.39531,0.06183,0.465579,0.474262,0.358351,0.32982,0,21.89,0,0.624,5.822,95.4,2.4699,4,437,21.2,388.69,15.03,18.4
0.171309,0.998026,0.417002,0.591611,0.508653,0.348699,0.681969,0.788668,0.689928,0.044568,0.617795,0.984054,0.436397,0.97617,0,21.89,0,0.624,5.757,98.4,2.346,4,437,21.2,262.76,17.31,15.6
0.408875,0.120208,0.358644,0.243699,0.716174,0.935268,0.514721,0.174842,0.378511,0.812481,0.522669,0.504392,0.796833,0.55778,0,21.89,0,0.624,6.335,98.2,2.1107,4,437,21.2,394.67,16.96,18.1
0.491733,0.813218,0.580739,0.607251,0.080524,0.511835,0.533584,0.70094,0.190592,0.137635,0.205796,0.973402,0.160292,0.32264,0,21.89,0,0.624,5.942,93.5,1.9669,4,437,21.2,378.25,16.9,17.4
0.055632,0.022128,0.836553,0.165773,0.722398,0.241434,0.571084,0.698924,0.039254,0.869121,0.01274,0.849508,0.191007,0.35233,0,21.89,0,0.624,6.454,98.4,1.8498,4,437,21.2,394.08,14.59,17.1
0.549251,0.394109,0.856915,0.389833,0.389167,0.923687,0.269296,0.976094,0.568853,0.421139,0.865844,0.850945,0.619547,0.2498,0,21.89,0,0.624,5.857,98.2,1.6686,4,437,21.2,392.04,21.32,13.3
0.616851,0.937164,0.235938,0.123956,0.168113,0.239297,0.050422,0.907329,0.656128,0.270097,0.53615,0.691007,0.424236,0.54452,0,21.89,0,0.624,6.151,97.9,1.6687,4,437,21.2,396.9,18.46,17.8
0.137135,0.227492,0.89671,0.808709,0.955204,0.215533,0.552336,0.879215,0.711185,0.830298,0.279883,0.597994,0.241753,0.2909,0,21.89,0,0.624,6.174,93.6,1.6119,4,437,21.2,388.08,24.16,14
0.394894,0.670885,0.493489,0.205547,0.250575,0.6001,0.832181,0.32565,0.685126,0.754021,0.498093,0.244648,0.513671,1.62864,0,21.89,0,0.624,5.019,100,1.4394,4,437,21.2,396.9,34.41,14.4
0.206856,0.477286,0.895011,0.510514,0.220849,0.07201,0.681762,0.894635,0.697371,0.425209,0.796998,0.800725,0.7576,3.32105,0,19.58,1,0.871,5.403,100,1.3216,5,403,14.7,396.9,26.82,13.4
0.271327,0.217301,0.514301,0.113944,0.821436,0.505494,0.246398,0.072721,0.754409,0.363093,0.015021,0.919229,0.541748,4.0974,0,19.58,0,0.871,5.468,100,1.4118,5,403,14.7,396.9,26.42,15.6
0.278293,0.756009,0.622797,0.776149,0.481094,0.403802,0.869379,0.262257,0.171216,0.896723,0.671751,0.373502,0.924783,2.77974,0,19.58,0,0.871,4.903,97.8,1.3459,5,403,14.7,396.9,29.29,11.8
0.790559,0.211023,0.251494,0.929815,0.960306,0.748308,0.694202,0.049734,0.726901,0.833925,0.537526,0.877344,0.155179,2.37934,0,19.58,0,0.871,6.13,100,1.4191,5,403,14.7,172.91,27.8,13.8
0.896648,0.363189,0.851875,0.021543,0.470146,0.77575,0.215312,0.460295,0.909635,0.746121,0.945183,0.989271,0.584218,2.15505,0,19.58,0,0.871,5.628,100,1.5166,5,403,14.7,169.27,16.65,15.6
0.624085,0.711406,0.499169,0.897425,0.617065,0.060713,0.265974,0.90004,0.62623,0.787944,0.314798,0.367232,0.984577,2.36862,0,19.58,0,0.871,4.926,95.7,1.4608,5,403,14.7,391.71,29.53,14.6
0.990651,0.456378,0.176476,0.8976,0.780955,0.99648,0.13186,0.327156,0.684931,0.828842,0.55695,0.490788,0.65414,2.33099,0,19.58,0,0.871,5.186,93.8,1.5296,5,403,14.7,356.99,28.32,17.8
0.93644,0.017235,0.108742,0.52603,0.870382,0.636911,0.76546,0.844942,0.093582,0.800782,0.400928,0.090189,0.866125,2.73397,0,19.58,0,0.871,5.597,94.9,1.5257,5,403,14.7,351.85,21.45,15.4
0.718071,0.922202,0.420744,0.824625,0.183334,0.483658,0.806038,0.301295,0.55904,0.066822,0.774142,0.248847,0.867838,1.6566,0,19.58,0,0.871,6.122,97.3,1.618,5,403,14.7,372.8,14.1,21.5
0.32725,0.809187,0.695168,0.222958,0.159475,0.322357,0.060842,0.833811,0.508849,0.841248,0.5723,0.607306,0.868831,1.49632,0,19.58,0,0.871,5.404,100,1.5916,5,403,14.7,341.6,13.28,19.6
0.209787,0.860374,0.599515,0.02017,0.887657,0.570729,0.725806,0.387798,0.886183,0.091961,0.113137,0.469794,0.354717,1.12658,0,19.58,1,0.871,5.012,88,1.6102,5,403,14.7,343.28,12.12,15.3
0.77088,0.85964,0.349725,0.445543,0.249442,0.790181,0.290182,0.623607,0.969056,0.325324,0.287991,0.372301,0.846667,2.14918,0,19.58,0,0.871,5.709,98.5,1.6232,5,403,14.7,261.95,15.79,19.4
0.542551,0.582869,0.771817,0.646602,0.876279,0.316516,0.323304,0.934056,0.53185,0.385045,0.615426,0.834493,0.552104,1.41385,0,19.58,1,0.871,6.129,96,1.7494,5,403,14.7,321.02,15.12,17
0.315957,0.835568,0.420026,0.973316,0.687587,0.21781,0.148882,0.423385,0.970327,0.129274,0.681559,0.403956,0.544521,3.53501,0,19.58,1,0.871,6.152,82.6,1.7455,5,403,14.7,88.01,15.02,15.6
0.283342,0.863446,0.092371,0.61584,0.593804,0.618307,0.410467,0.114263,0.14119,0.119913,0.616663,0.574553,0.41661,2.44668,0,19.58,0,0.871,5.272,94,1.7364,5,403,14.7,88.63,16.14,13.1
0.241653,0.350133,0.05556,0.359877,0.098982,0.512992,0.280734,0.603648,0.886759,0.348325,0.522779,0.882186,0.190162,1.22358,0,19.58,0,0.605,6.943,97.4,1.8773,5,403,14.7,363.43,4.59,41.3
0.054595,0.849491,0.925917,0.843593,0.549985,0.512063,0.298235,0.183643,0.708884,0.411937,0.020259,0.15901,0.479119,1.34284,0,19.58,0,0.605,6.066,100,1.7573,5,403,14.7,353.89,6.43,24.3
0.895907,0.392202,0.948573,0.925617,0.854062,0.018233,0.681833,0.678388,0.180374,0.373539,0.131851,0.066032,0.001513,1.42502,0,19.58,0,0.871,6.51,100,1.7659,5,403,14.7,364.31,7.39,23.3
0.319441,0.710882,0.989344,0.366277,0.889861,0.129357,0.370976,0.483132,0.32685,0.659217,0.498398,0.281162,0.277457,1.27346,0,19.58,1,0.605,6.25,92.6,1.7984,5,403,14.7,338.92,5.5,27
0.70411,0.699487,0.591114,0.537014,0.746995,0.894744,0.747737,0.422536,0.349687,0.761049,0.495181,0.074734,0.567196,1.46336,0,19.58,0,0.605,7.489,90.8,1.9709,5,403,14.7,374.43,1.73,50
0.558264,0.542343,0.667848,0.032069,0.395832,0.240133,0.899997,0.183579,0.502838,0.433603,0.11656,0.054586,0.681177,1.83377,0,19.58,1,0.605,7.802,98.2,2.0407,5,403,14.7,389.61,1.92,50
0.734369,0.842339,0.036028,0.37531,0.916395,0.178609,0.193682,0.975534,0.182347,0.807048,0.382398,0.645658,0.876743,1.51902,0,19.58,1,0.605,8.375,93.9,2.162,5,403,14.7,388.45,3.32,50
0.569525,0.265829,0.053438,0.396138,0.806187,0.221846,0.371746,0.347316,0.29505,0.450751,0.541649,0.087016,0.467227,2.24236,0,19.58,0,0.605,5.854,91.8,2.422,5,403,14.7,395.11,11.64,22.7
0.704236,0.921987,0.531104,0.175994,0.888401,0.185157,0.5389,0.208523,0.345944,0.719943,0.006039,0.459888,0.134617,2.924,0,19.58,0,0.605,6.101,93,2.2834,5,403,14.7,240.16,9.81,25
0.513882,0.073082,0.792287,0.895649,0.528165,0.368153,0.325265,0.634942,0.873487,0.771621,0.019988,0.75321,0.918419,2.01019,0,19.58,0,0.605,7.929,96.2,2.0459,5,403,14.7,369.3,3.7,50
0.77963,0.89771,0.546372,0.80509,0.785824,0.912375,0.414052,0.273754,0.290609,0.789382,0.832395,0.889701,0.254783,1.80028,0,19.58,0,0.605,5.877,79.2,2.4259,5,403,14.7,227.61,12.14,23.8
0.844101,0.625647,0.3663,0.65285,0.717399,0.861515,0.695907,0.791022,0.127436,0.234436,0.87717,0.013499,0.754707,2.3004,0,19.58,0,0.605,6.319,96.1,2.1,5,403,14.7,297.09,11.1,23.8
0.234108,0.354875,0.894152,0.073254,0.722085,0.543892,0.939119,0.546346,0.896225,0.249573,0.2811,0.589101,0.376475,2.44953,0,19.58,0,0.605,6.402,95.2,2.2625,5,403,14.7,330.04,11.32,22.3
0.24917,0.167373,0.439626,0.010283,0.202332,0.435883,0.435929,0.56512,0.78345,0.915704,0.701613,0.665549,0.645238,1.20742,0,19.58,0,0.605,5.875,94.6,2.4259,5,403,14.7,292.29,14.43,17.4
0.518487,0.121207,0.666761,0.7996,0.457923,0.64616,0.793168,0.607817,0.138924,0.550152,0.151892,0.875659,0.028608,2.3139,0,19.58,0,0.605,5.88,97.3,2.3887,5,403,14.7,348.13,12.03,19.1
0.0253,0.325152,0.418295,0.001541,0.592786,0.7527,0.11957,0.330234,0.09456,0.967306,0.742023,0.646216,0.214897,0.13914,0,4.05,0,0.51,5.572,88.5,2.5961,5,296,16.6,396.9,14.69,23.1
0.638032,0.53292,0.034356,0.115178,0.72983,0.518584,0.858502,0.982601,0.470231,0.84264,0.594914,0.641373,0.130763,0.09178,0,4.05,0,0.51,6.416,84.1,2.6463,5,296,16.6,395.5,9.04,23.6
0.120758,0.633671,0.459608,0.466618,0.26,0.271069,0.506616,0.024699,0.572281,0.449366,0.073788,0.520305,0.144806,0.08447,0,4.05,0,0.51,5.859,68.7,2.7019,5,296,16.6,393.23,9.64,22.6
0.817032,0.592008,0.974033,0.584803,0.498607,0.636124,0.325779,0.326372,0.269546,0.914025,0.670295,0.705235,0.147506,0.06664,0,4.05,0,0.51,6.546,33.1,3.1323,5,296,16.6,390.96,5.33,29.4
0.403183,0.00446,0.047869,0.408639,0.583502,0.233765,0.824525,0.087567,0.347161,0.275698,0.781692,0.493231,0.486739,0.07022,0,4.05,0,0.51,6.02,47.2,3.5549,5,296,16.6,393.23,10.11,23.2
0.029226,0.612429,0.928093,0.535525,0.871281,0.636624,0.479651,0.230824,0.141791,0.467954,0.282023,0.642263,0.030152,0.05425,0,4.05,0,0.51,6.315,73.4,3.3175,5,296,16.6,395.6,6.29,24.6
0.843583,0.137864,0.476592,0.170183,0.411939,0.825331,0.65911,0.195186,0.701694,0.479449,0.442512,0.578546,0.675682,0.06642,0,4.05,0,0.51,6.86,74.4,2.9153,5,296,16.6,391.27,6.92,29.9
0.91492,0.403141,0.159858,0.38332,0.298301,0.911539,0.561276,0.869114,0.586915,0.416707,0.854116,0.839591,0.241239,0.0578,0,2.46,0,0.488,6.98,58.4,2.829,3,193,17.8,396.9,5.04,37.2
0.300449,0.248654,0.14479,0.082607,0.080465,0.586827,0.817398,0.838116,0.121132,0.691094,0.570896,0.938967,0.93276,0.06588,0,2.46,0,0.488,7.765,83.3,2.741,3,193,17.8,395.56,7.56,39.8
0.891776,0.579883,0.189717,0.746674,0.840292,0.558958,0.124526,0.359506,0.66659,0.703578,0.543858,0.839743,0.161845,0.06888,0,2.46,0,0.488,6.144,62.2,2.5979,3,193,17.8,396.9,9.45,36.2
0.420434,0.441768,0.486008,0.410736,0.566584,0.793859,0.343662,0.102741,0.853258,0.999321,0.415597,0.900998,0.80252,0.09103,0,2.46,0,0.488,7.155,92.2,2.7006,3,193,17.8,394.12,4.82,37.9
0.896127,0.235255,0.152055,0.726546,0.834772,0.251731,0.166997,0.971809,0.735836,0.125487,0.057385,0.93459,0.530532,0.10008,0,2.46,0,0.488,6.563,95.6,2.847,3,193,17.8,396.9,5.68,32.5
0.84881,0.634293,0.603695,0.677967,0.449324,0.720351,0.03075,0.440873,0.45744,0.237342,0.560483,0.718441,0.464073,0.08308,0,2.46,0,0.488,5.604,89.8,2.9879,3,193,17.8,391,13.98,26.4
0.165315,0.928169,0.215493,0.91677,0.173136,0.461237,0.024929,0.142047,0.093398,0.669578,0.247147,0.470502,0.255063,0.06047,0,2.46,0,0.488,6.153,68.8,3.2797,3,193,17.8,387.11,13.15,29.6
0.463405,0.073083,0.285117,0.813277,0.263391,0.520078,0.273745,0.723328,0.156285,0.203052,0.195906,0.829019,0.19484,0.05602,0,2.46,0,0.488,7.831,53.6,3.1992,3,193,17.8,392.63,4.45,50
0.788922,0.778853,0.354382,0.487266,0.621833,0.458745,0.572888,0.695345,0.534636,0.015264,0.628799,0.416083,0.974188,0.07875,45,3.44,0,0.437,6.782,41.1,3.7886,5,398,15.2,393.87,6.68,32
0.710011,0.244493,0.008414,0.011847,0.610455,0.861314,0.961589,0.479922,0.979972,0.380977,0.680877,0.111039,0.948671,0.12579,45,3.44,0,0.437,6.556,29.1,4.5667,5,398,15.2,382.84,4.56,29.8
0.417905,0.374611,0.748728,0.05451,0.189052,0.591544,0.664591,0.705344,0.264278,0.084626,0.756811,0.4284,0.126664,0.0837,45,3.44,0,0.437,7.185,38.9,4.5667,5,398,15.2,396.9,5.39,34.9
0.325222,0.313529,0.843513,0.74492,0.00397,0.447002,0.294701,0.928505,0.71387,0.387307,0.115132,0.503477,0.436852,0.09068,45,3.44,0,0.437,6.951,21.5,6.4798,5,398,15.2,377.68,5.1,37
0.52552,0.204185,0.922758,0.019529,0.449355,0.499939,0.9905,0.040542,0.443788,0.849267,0.043609,0.931968,0.008318,0.06911,45,3.44,0,0.437,6.739,30.8,6.4798,5,398,15.2,389.71,4.69,30.5
0.78446,0.164288,0.777528,0.992246,0.881962,0.143685,0.952771,0.189623,0.524263,0.60636,0.082557,0.303046,0.371023,0.08664,45,3.44,0,0.437,7.178,26.3,6.4798,5,398,15.2,390.49,2.87,36.4
0.962573,0.445035,0.40908,0.613267,0.993596,0.203917,0.610816,0.863749,0.809244,0.020654,0.096318,0.596812,0.36534,0.02187,60,2.93,0,0.401,6.8,9.9,6.2196,1,265,15.6,393.37,5.03,31.1
0.708416,0.641865,0.968861,0.50187,0.523941,0.627009,0.916751,0.971066,0.84506,0.327656,0.513582,0.495753,0.641304,0.01439,60,2.93,0,0.401,6.604,18.8,6.2196,1,265,15.6,376.7,4.38,29.1
0.241878,0.128039,0.245897,0.042464,0.770074,0.344737,0.349276,0.160441,0.300466,0.763705,0.978176,0.067741,0.483127,0.01381,80,0.46,0,0.422,7.875,32,5.6484,4,255,14.4,394.23,2.97,50
0.200431,0.718001,0.751653,0.707262,0.753638,0.229916,0.472748,0.988022,0.660092,0.127345,0.744017,0.618173,0.160908,0.04011,80,1.52,0,0.404,7.287,34.1,7.309,2,329,12.6,396.9,4.08,33.3
0.02299,0.998078,0.979008,0.87629,0.02527,0.316878,0.003653,0.775111,0.490827,0.17979,0.978451,0.856563,0.484873,0.04666,80,1.52,0,0.404,7.107,36.6,7.309,2,329,12.6,354.31,8.61,30.3
0.670306,0.018535,0.87333,0.850692,0.298498,0.051734,0.492854,0.459762,0.711115,0.26604,0.321447,0.875076,0.910301,0.03768,80,1.52,0,0.404,7.274,38.3,7.309,2,329,12.6,392.2,6.62,34.6
0.648114,0.776626,0.048314,0.15478,0.838651,0.569744,0.943108,0.431772,0.799493,0.005541,0.4952,0.962251,0.652752,0.0315,95,1.47,0,0.403,6.975,15.3,7.6534,3,402,17,396.9,4.56,34.9
0.126826,0.460334,0.452888,0.874472,0.509876,0.352173,0.99914,0.192685,0.400906,0.497214,0.927699,0.565265,0.359468,0.01778,95,1.47,0,0.403,7.135,13.9,7.6534,3,402,17,384.3,4.45,32.9
0.30375,0.013967,0.490329,0.634682,0.875885,0.996198,0.12058,0.805612,0.004031,0.767787,0.499474,0.031185,0.026909,0.03445,82.5,2.03,0,0.415,6.162,38.4,6.27,2,348,14.7,393.77,7.43,24.1
0.191768,0.64864,0.496189,0.748123,0.824653,0.813817,0.271858,0.022312,0.243831,0.89609,0.947001,0.286423,0.936089,0.02177,82.5,2.03,0,0.415,7.61,15.7,6.27,2,348,14.7,395.38,3.11,42.3
0.450015,0.293798,0.783677,0.116663,0.95847,0.056463,0.830125,0.897343,0.451166,0.522634,0.757562,0.710381,0.323601,0.0351,95,2.68,0,0.4161,7.853,33.2,5.118,4,224,14.7,392.78,3.81,48.5
0.202436,0.182905,0.496924,0.099719,0.869476,0.410027,0.361594,0.743191,0.643036,0.128571,0.714349,0.902443,0.540462,0.02009,95,2.68,0,0.4161,8.034,31.9,5.118,4,224,14.7,390.55,2.88,50
0.570712,0.221973,0.403853,0.919887,0.365149,0.111111,0.684644,0.740132,0.587132,0.288171,0.539652,0.281203,0.343737,0.13642,0,10.59,0,0.489,5.891,22.3,3.9454,4,277,18.6,396.9,10.87,22.6
0.72775,0.109959,0.688036,0.313623,0.473104,0.362216,0.807435,0.10593,0.543902,0.983037,0.327236,0.8632,0.284753,0.22969,0,10.59,0,0.489,6.326,52.5,4.3549,4,277,18.6,394.87,10.97,24.4
0.05209,0.393803,0.236472,0.28578,0.441619,0.355811,0.278691,0.841055,0.99641,0.355446,0.938767,0.689377,0.516673,0.25199,0,10.59,0,0.489,5.783,72.7,4.3549,4,277,18.6,389.43,18.06,22.5
0.624706,0.447939,0.888265,0.644487,0.060332,0.011318,0.649403,0.004493,0.127687,0.984939,0.096274,0.166872,0.654656,0.13587,0,10.59,1,0.489,6.064,59.1,4.2392,4,277,18.6,381.32,14.66,24.4
0.096893,0.390779,0.425071,0.8024,0.099921,0.763195,0.834053,0.724844,0.048811,0.831325,0.163108,0.709182,0.041515,0.43571,0,10.59,1,0.489,5.344,100,3.875,4,277,18.6,396.9,23.09,20
0.407508,0.982746,0.612132,0.37889,0.952733,0.362802,0.453249,0.614578,0.167268,0.504918,0.246362,0.048909,0.155814,0.17446,0,10.59,1,0.489,5.96,92.1,3.8771,4,277,18.6,393.25,17.27,21.7
0.022656,0.80781,0.499947,0.84412,0.137542,0.543666,0.802571,0.507265,0.509737,0.029549,0.247949,0.195538,0.249318,0.37578,0,10.59,1,0.489,5.404,88.6,3.665,4,277,18.6,395.24,23.98,19.3
0.190938,0.41084,0.179037,0.651112,0.996968,0.592921,0.039351,0.975376,0.968653,0.955758,0.359966,0.369394,0.215358,0.21719,0,10.59,1,0.489,5.807,53.8,3.6526,4,277,18.6,390.94,16.03,22.4
0.07936,0.35596,0.748853,0.518417,0.998623,0.837139,0.921158,0.578776,0.067061,0.682715,0.559966,0.187245,0.314434,0.14052,0,10.59,0,0.489,6.375,32.3,3.9454,4,277,18.6,385.81,9.38,28.1
0.802535,0.368013,0.968302,0.188565,0.680665,0.92597,0.924848,0.332173,0.96745,0.451801,0.277667,0.652043,0.660678,0.28955,0,10.59,0,0.489,5.412,9.8,3.5875,4,277,18.6,348.93,29.55,23.7
0.051416,0.223411,0.748314,0.702385,0.635826,0.641669,0.578236,0.226215,0.670488,0.398142,0.237408,0.027991,0.29192,0.19802,0,10.59,0,0.489,6.182,42.4,3.9454,4,277,18.6,393.63,9.47,25
0.834925,0.943368,0.721852,0.02503,0.478876,0.008114,0.149257,0.476214,0.038745,0.67652,0.738564,0.803229,0.493038,0.0456,0,13.89,1,0.55,5.888,56,3.1121,5,276,16.4,392.8,13.51,23.3
0.382607,0.108808,0.776136,0.436145,0.511268,0.372622,0.558828,0.361038,0.865366,0.324501,0.323772,0.668779,0.65028,0.07013,0,13.89,0,0.55,6.642,85.1,3.4211,5,276,16.4,392.78,9.69,28.7
0.430133,0.931019,0.894877,0.076335,0.600887,0.212955,0.158725,0.330959,0.41181,0.66976,0.954201,0.708405,0.912923,0.11069,0,13.89,1,0.55,5.951,93.8,2.8893,5,276,16.4,396.9,17.92,21.5
0.37999,0.666317,0.471158,0.218654,0.498586,0.927472,0.287285,0.45725,0.932804,0.633798,0.810644,0.906264,0.004957,0.11425,0,13.89,1,0.55,6.373,92.4,3.3633,5,276,16.4,393.74,10.5,23
0.451974,0.319126,0.497194,0.423293,0.577648,0.217289,0.772677,0.140263,0.757886,0.805751,0.564621,0.16597,0.637007,0.35809,0,6.2,1,0.507,6.951,88.5,2.8617,8,307,17.4,391.7,9.71,26.7
0.213871,0.520716,0.595558,0.623495,0.515569,0.706508,0.582156,0.330455,0.621598,0.154732,0.107139,0.49606,0.637867,0.40771,0,6.2,1,0.507,6.164,91.3,3.048,8,307,17.4,395.24,21.46,21.7
0.410631,0.356687,0.654147,0.190659,0.244375,0.68261,0.94903,0.814271,0.539719,0.386287,0.02374,0.975082,0.47337,0.62356,0,6.2,1,0.507,6.879,77.7,3.2721,8,307,17.4,390.39,9.93,27.5
0.935891,0.523484,0.088046,0.118028,0.12792,0.708693,0.676938,0.511537,0.574821,0.318662,0.598865,0.858384,0.611916,0.6147,0,6.2,0,0.507,6.618,80.8,3.2721,8,307,17.4,396.9,7.6,30.1
0.055287,0.97308,0.245802,0.048564,0.630846,0.968711,0.100245,0.282697,0.075849,0.020555,0.403642,0.444098,0.892138,0.31533,0,6.2,0,0.504,8.266,78.3,2.8944,8,307,17.4,385.05,4.14,44.8
0.585863,0.527342,0.773023,0.028871,0.119613,0.584593,0.843485,0.684306,0.215115,0.498346,0.948605,0.465498,0.856796,0.52693,0,6.2,0,0.504,8.725,83,2.8944,8,307,17.4,382,4.63,50
0.946174,0.353666,0.456784,0.594336,0.07371,0.490325,0.092406,0.092901,0.980612,0.303905,0.893519,0.130299,0.942936,0.38214,0,6.2,0,0.504,8.04,86.5,3.2157,8,307,17.4,387.38,3.13,37.6
0.650383,0.656867,0.111288,0.249993,0.123913,0.384756,0.381581,0.966006,0.857537,0.832317,0.623928,0.966205,0.513524,0.41238,0,6.2,0,0.504,7.163,79.9,3.2157,8,307,17.4,372.08,6.36,31.6
0.556674,0.096844,0.886512,0.197804,0.510603,0.606043,0.783115,0.971608,0.692606,0.242448,0.898868,0.259216,0.328583,0.29819,0,6.2,0,0.504,7.686,17,3.3751,8,307,17.4,377.51,3.92,46.7
0.672391,0.846759,0.242154,0.536773,0.851551,0.692105,0.008713,0.712901,0.167521,0.734208,0.813657,0.662238,0.080031,0.44178,0,6.2,0,0.504,6.552,21.4,3.3751,8,307,17.4,380.34,3.76,31.5
0.539098,0.593757,0.030721,0.312127,0.405148,0.800843,0.021405,0.644287,0.699868,0.398651,0.620184,0.003349,0.746208,0.537,0,6.2,0,0.504,5.981,68.1,3.6715,8,307,17.4,378.35,11.65,24.3
0.690721,0.307032,0.274819,0.070198,0.238633,0.870861,0.798326,0.03024,0.77383,0.486535,0.415695,0.104706,0.498779,0.46296,0,6.2,0,0.504,7.412,76.9,3.6715,8,307,17.4,376.14,5.25,31.7
0.714559,0.081428,0.450026,0.764891,0.084906,0.389368,0.443973,0.875197,0.809249,0.855198,0.307772,0.625242,0.752453,0.57529,0,6.2,0,0.507,8.337,73.3,3.8384,8,307,17.4,385.91,2.47,41.7
0.412323,0.555838,0.338603,0.409942,0.966781,0.302198,0.77285,0.256703,0.882559,0.612383,0.142898,0.325821,0.269741,0.33147,0,6.2,0,0.507,8.247,70.4,3.6519,8,307,17.4,378.95,3.95,48.3
0.117815,0.22342,0.789935,0.150662,0.45111,0.026662,0.156961,0.453752,0.390522,0.810196,0.050443,0.408844,0.398728,0.44791,0,6.2,1,0.507,6.726,66.5,3.6519,8,307,17.4,360.2,8.05,29
0.587218,0.735849,0.297183,0.983392,0.281619,0.708295,0.059555,0.378015,0.118096,0.106142,0.001753,0.561953,0.958225,0.33045,0,6.2,0,0.507,6.086,61.5,3.6519,8,307,17.4,376.75,10.88,24
0.042259,0.069183,0.009086,0.146367,0.039532,0.96641,0.491088,0.709357,0.952469,0.92638,0.960729,0.315765,0.715445,0.52058,0,6.2,1,0.507,6.631,76.5,4.148,8,307,17.4,388.45,9.54,25.1
0.967379,0.099046,0.271191,0.879755,0.8531,0.991628,0.16279,0.602727,0.540608,0.085888,0.450324,0.258638,0.096891,0.51183,0,6.2,0,0.507,7.358,71.6,4.148,8,307,17.4,390.07,4.73,31.5
0.488217,0.834083,0.708622,0.36484,0.276061,0.25376,0.460388,0.086998,0.678746,0.460278,0.967884,0.409488,0.800952,0.08244,30,4.93,0,0.428,6.481,18.5,6.1899,6,300,16.6,379.41,6.36,23.7
0.485622,0.807466,0.196575,0.934207,0.582311,0.435295,0.395418,0.205233,0.856973,0.005195,0.437488,0.676467,0.454968,0.09252,30,4.93,0,0.428,6.606,42.2,6.1899,6,300,16.6,383.78,7.37,23.3
0.719488,0.126655,0.335511,0.249543,0.478619,0.880686,0.340871,0.359888,0.665542,0.694384,0.122343,0.290794,0.791375,0.11329,30,4.93,0,0.428,6.897,54.3,6.3361,6,300,16.6,391.25,11.38,22
