CUSIP,Ticker,Issue Date,Maturity,1st Call Date,Moodys,S_and_P,Fitch,Bloomberg Composite Rating,Coupon,Issued Amount,Maturity Type,Coupon Type,Maturity At Issue months,Industry,LiquidityScore,Months in JNK,Months in HYG,Months in Both,IN_ETF,LIQ SCORE,n_trades,volume_trades,total_median_size,total_mean_size,n_days_trade,days_diff_max,percent_intra_dealer,percent_uncapped,bond_type,Client_Trade_Percentage,weekly_mean_volume,weekly_median_volume,weekly_max_volume,weekly_min_volume,weekly_mean_ntrades,weekly_median_ntrades
06652KAA1,BKU,11/17/2015,11/17/2025,8/17/2025,Ba1,Nan,BBB,BBB-,4.88,400000000,CALLABLE,FIXED,121.77,Banks,16.11653511,Nan,Nan,Nan,No,0.161165351,358,99448000,94000,277787.7095,184,600,0.170391061,0.879888268,5,0.474860335,1117393.258,280000,13520000,2000,4.02247191,1
066716AH4,BTUN,1/30/2015,1/30/2025,Nan,B1,Nan,B+,B+,5.75,1000000000,AT MATURITY,FIXED,121.77,Banks,9.016254204,Nan,Nan,Nan,No,0.090162542,79,59425000,1000000,752215.1899,43,297,0.012658228,0.443037975,5,0.518987342,2200925.926,2000000,8350000,200000,2.925925926,1
06675GAF2,BFCM,10/15/2015,10/15/2020,Nan,Aa3,A,A+,A+,2.75,1000000000,AT MATURITY,FIXED,60.9,Banks,12.90330654,Nan,Nan,Nan,No,0.129033065,139,100149000,1000000,720496.4029,83,656,0.201438849,0.553956835,5,0.345323741,2043857.143,1000000,10450000,200000,2.836734694,1
06675GAK1,BFCM,7/20/2017,7/20/2020,Nan,Aa3,A,A+,A+,2.2,800000000,AT MATURITY,FIXED,36.53,Banks,12.36343068,Nan,Nan,Nan,No,0.123634307,18,14315000,1000000,795277.7778,10,58,0.166666667,0.666666667,5,0.555555556,2385833.333,1132500,7000000,250000,3,1
06675GAL9,BFCM,7/20/2017,7/20/2020,Nan,Aa3,A,A+,A+,1.8,500000000,AT MATURITY,FLOATING,36.53,Banks,11.66564429,Nan,Nan,Nan,No,0.116656443,12,9678000,1000000,806500,7,57,0.25,0.583333333,5,0.416666667,1935600,1000000,5500000,1000000,2.4,1
06675GAM7,BFCM,7/20/2017,7/20/2022,Nan,Aa3,A,A+,A+,2.7,800000000,AT MATURITY,FIXED,60.87,Banks,8.616311493,Nan,Nan,Nan,No,0.086163115,16,10550000,750000,659375,11,41,0,0.5625,5,0.375,1507142.857,1000000,3050000,200000,2.285714286,1
06675GAN5,BFCM,7/20/2017,7/20/2022,Nan,Aa3,A,A+,A+,2.04,400000000,AT MATURITY,FLOATING,60.87,Banks,7.643954066,Nan,Nan,Nan,No,0.076439541,14,13000000,1000000,928571.4286,10,57,0.285714286,0.142857143,5,0.285714286,1857142.857,1000000,6000000,1000000,2,1
06675QAB9,BOAD,7/27/2017,7/27/2027,Nan,Baa1,Nan,BBB,BBB,5,850000000,AT MATURITY,FIXED,121.73,Multi-National,9.936143534,Nan,Nan,Nan,No,0.099361435,18,13468000,875000,748222.2222,9,57,0,0.611111111,5,0.666666667,2244666.667,1884000,4450000,250000,3,1
06738C828,BACR,6/8/2005,Nan Field Not Applicable,12/15/2034,Ba2,BB,BB+,BB,6.28,1000000000,PERP/CALL,VARIABLE,359.4,Banks,23.68265083,Nan,Nan,Nan,No,0.236826508,2514,388998000,50000,154732.6969,666,1089,0.309069212,0.943914081,5,0.498806683,2288223.529,1511000,11968000,12000,14.78823529,1
06738CAG4,BACR,9/25/2002,Nan Field Not Applicable,6/15/2032,Ba1,BB,BBB-,BB+,6.86,1000000000,PERP/CALL,VARIABLE,361.87,Banks,10.62896314,Nan,Nan,Nan,No,0.106289631,87,42133000,250000,484287.3563,55,664,0.057471264,0.632183908,5,0.448275862,1053325,300000,6000000,7000,2.175,1
06738EAA3,BACR,11/20/2013,Nan Field Not Applicable,12/15/2018,NR,B+,BB+,BB-,8.25,2000000000,PERP/CALL,VARIABLE,61.7,Banks,32.41506981,Nan,Nan,Nan,No,0.324150698,9012,4879704000,400000,541467.3768,904,1259,0.192188194,0.707390146,5,0.36939636,24156950.5,15805000,449110000,700000,44.61386139,3
06738EAB1,BACR,6/17/2014,Nan Field Not Applicable,9/15/2019,NR,B+,BB+,BB-,6.63,1211446000,PERP/CALL,VARIABLE,63.87,Banks,24.03625403,Nan,Nan,Nan,No,0.24036254,4461,2563164167,500000,574571.6581,700,1135,0.204886797,0.68706568,5,0.364043936,14902117.25,10195000,130221000,142000,25.93604651,1
06738EAC9,BACR,9/11/2014,9/11/2024,Nan,Baa3,BB+,A-,BBB-,4.38,1250000000,AT MATURITY,FIXED,121.77,Banks,19.66928577,8,0,0,Yes,0.196692858,1763,1058606334,600000,600457.3647,273,1086,0.314237096,0.590470788,3,0.311401021,16803275.14,10635000,183700000,700000,27.98412698,2
06738EAP0,BACR,5/12/2016,5/12/2026,Nan,Baa3,BB+,A-,BBB-,5.2,2050000000,AT MATURITY,FIXED,121.73,Banks,17.84278869,Nan,Nan,Nan,No,0.178427887,1198,682950000,500000,570075.1252,127,467,0.25375626,0.67278798,5,0.288814691,23550000,15955000,125555000,2000000,41.31034483,2
06738EAW5,BACR,5/9/2017,5/9/2028,5/7/2027,Baa3,BB+,A-,BBB-,4.84,2000000000,CALLABLE,FIXED,133.93,Banks,19.26409088,Nan,Nan,Nan,No,0.192640909,1198,801945000,1000000,669403.172,97,134,0.221202003,0.534223706,5,0.365609349,38187857.14,27915000,247594000,5985000,57.04761905,9
06739FEY3,BACR,9/28/2006,Nan Field Not Applicable,Nan,WR,BB,WD,NR,5.93,1350000000,PERP/CALL,VARIABLE,999,Banks,11.17597895,Nan,Nan,Nan,No,0.111759789,81,60685000,1000000,749197.5309,47,687,0.185185185,0.432098765,5,0.358024691,1838939.394,1200000,6000000,100000,2.454545455,1
06739FHK0,BACR,4/10/2013,4/10/2023,4/10/2018,NR,BB+,BBB-,BB+,7.75,1000000000,CALLABLE,VARIABLE,121.73,Banks,24.74458685,Nan,Nan,Nan,No,0.247445869,3474,2021370000,500000,581856.6494,709,1325,0.213298791,0.678756477,5,0.419689119,9579952.607,5862000,304701000,20000,16.46445498,1
06739GAD1,BACR,9/25/2007,Nan Field Not Applicable,12/15/2017,Ba1,BB,BBB-,BB+,7.43,1250000000,PERP/CALL,VARIABLE,124.47,Banks,14.06729045,Nan,Nan,Nan,No,0.140672904,46,24436000,498500,531217.3913,30,625,0.282608696,0.717391304,5,0.347826087,977440,700000,5000000,100000,1.84,1
06739HAA5,BACR,4/25/2008,Nan Field Not Applicable,4/25/2018,Ba1,Nan,BBB,BBB-,7.7,2000000000,PERP/CALL,VARIABLE,121.73,Banks,8.125110051,Nan,Nan,Nan,No,0.081251101,19,17020000,1000000,895789.4737,10,626,0.105263158,0.157894737,5,0.473684211,2127500,2000000,3000000,350000,2.375,2
06740L8C2,BACR,11/21/2012,11/21/2022,Nan,NR,BB+,BBB-,BB+,7.63,3000000000,AT MATURITY,FIXED,121.73,Banks,42.52938293,Nan,Nan,Nan,No,0.425293829,16533,6051878000,200000,366048.3881,997,1704,0.35444263,0.826347305,5,0.406338837,26778221.24,14080000,821310000,200000,73.15486726,1
06741JS26,BACR,2/23/2012,2/23/2015,Nan,WR,NR,NR,NR,2.75,1250000000,AT MATURITY,FIXED,36.53,Banks,19.17151421,Nan,Nan,Nan,No,0.191715142,200,139178000,1000000,695890,13,953,0.34,0.615,5,0.28,27835600,18845000,94398000,20000,40,1
06741UQC1,BACR,2/4/2015,2/18/2016,Nan,WR,Nan,Nan,NR,0,547556000,AT MATURITY,ZERO COUPON,12.63,Banks,19.12841259,Nan,Nan,Nan,No,0.191284126,914,58574000,40000,64085.33917,166,354,0.320568928,0.996717724,5,0.442013129,1105169.811,920000,4194000,30000,17.24528302,3
067687AA1,BARPTY,5/20/2013,6/1/2018,Nan,WR,NR,Nan,NR,9,485000000,AT MATURITY,FIXED,61.27,Mining,14.39991668,Nan,Nan,Nan,No,0.143999167,501,348504000,1000000,695616.7665,210,974,0.143712575,0.550898204,5,0.441117764,3168218.182,2225000,15200000,5000,4.554545455,1
067687AB9,BARPTY,5/20/2013,6/1/2018,Nan,WR,NR,Nan,NR,9,485000000,AT MATURITY,FIXED,61.27,Mining,23.24656243,Nan,Nan,Nan,No,0.232465624,1002,38323000,11000,38246.50699,231,1194,0.563872255,0.997005988,5,0.130738523,327547.0085,160000,3736000,10000,8.564102564,1
06846NAC8,BBG,9/27/2011,10/1/2019,Nan,WR,NR,Nan,NR,7.63,400000000,CALLABLE,FIXED,97.53,Oil Gas,31.29528733,0,18,0,Yes,0.312952873,5210,1509351570,40000,289702.7965,1016,1935,0.453934741,0.859117083,5,0.234740883,5133848.878,2762000,182766000,10000,17.72108844,1
06846NAD6,BBG,3/12/2012,10/15/2022,10/23/2017,Caa2,CCC+,Nan,CCC,7,400000000,CALLABLE,FIXED,128.97,Oil Gas,28.40133179,0,17,0,Yes,0.284013318,3989,1353610000,50000,339335.6731,903,2012,0.414138882,0.808473302,2,0.243920782,4817117.438,3033000,124640000,10000,14.19572954,1
06985PAH3,BAS,11/11/2011,2/15/2019,Nan,WR,NR,Nan,NR,7.75,475000000,CALLABLE,DEFAULTED,88.43,Oil Gas Services,33.69141213,Nan,Nan,Nan,No,0.336914121,11371,2117420000,25000,186212.2944,1160,1768,0.444991645,0.899481136,5,0.232697212,7960225.564,5817000,43867000,95000,42.7481203,1
071707AP8,VRXCN,4/1/2009,11/1/2015,Nan,WR,NR,Nan,NR,9.88,650000000,CALLABLE,FIXED,80.17,Healthcare-Products,16.43341293,Nan,Nan,Nan,No,0.164334129,893,448601000,426000,502352.7436,336,918,0.319148936,0.657334826,5,0.316909295,3347768.657,2934000,19411000,20000,6.664179104,1
07317QAF2,BTECN,6/6/2014,6/1/2021,10/23/2017,Caa1,BB-,Nan,B,5.13,400000000,CALLABLE,FIXED,85.07,Oil Gas,15.53348586,Nan,Nan,Nan,No,0.155334859,1014,730157000,1000000,720075.9369,354,1041,0.07790927,0.539447732,5,0.474358974,5001075.342,3110000,29834000,15000,6.945205479,1
07317QAG0,BTECN,6/6/2014,6/1/2024,6/1/2019,Caa1,BB-,Nan,B,5.63,400000000,CALLABLE,FIXED,121.6,Oil Gas,16.00874982,Nan,Nan,Nan,No,0.160087498,1214,868404000,1000000,715324.547,382,1106,0.092257002,0.514003295,5,0.457166392,5675843.137,4030000,43001000,15000,7.934640523,1
07556QBJ3,BZH,9/21/2016,3/15/2022,Nan,B3,B-,WD,B-,8.75,500000000,CALLABLE,EXCHANGED,66.7,Home Builders,13.73930547,7,7,6,Yes,0.137393055,508,351985000,1000000,692883.8583,118,170,0.116141732,0.588582677,1,0.448818898,11354354.84,7286000,104540000,590000,16.38709677,3
07556QBP9,BZH,4/11/2017,3/15/2022,3/15/2019,B3,Nan,B-u,NR,8.75,500000000,CALLABLE,FIXED,59.97,Home Builders,13.0637703,4,3,3,Yes,0.130637703,208,96733000,300000,465062.5,81,137,0.177884615,0.764423077,1,0.461538462,3869320,3666000,11447000,535000,8.32,1
075887BR9,BDX,6/6/2017,6/5/2020,Nan,Ba1,BBB+ /*-,BBB-,BBB-,2.4,1000000000,AT MATURITY,FIXED,36.5,Healthcare-Products,15.21629769,Nan,Nan,Nan,No,0.152162977,576,192221000,55000,333717.0139,76,101,0.274305556,0.802083333,5,0.175347222,10678944.44,6716000,85035000,100000,32,1
075887BT5,BDX,6/6/2017,6/6/2022,5/6/2022,Ba1,BBB+ /*-,BBB-,BBB-,2.89,1800000000,CALLABLE,FIXED,60.87,Healthcare-Products,17.66347109,Nan,Nan,Nan,No,0.176634711,856,417829000,325000,488117.9907,81,101,0.377336449,0.690420561,5,0.223130841,23212722.22,17043000,140245000,4185000,47.55555556,9
075887BU2,BDX,6/6/2017,6/6/2022,Nan,Ba1,BBB+ /*-,BBB-,BBB-,2.35,500000000,AT MATURITY,FLOATING,60.87,Healthcare-Products,13.07304194,Nan,Nan,Nan,No,0.130730419,259,154370000,600000,596023.166,64,101,0.22007722,0.652509653,5,0.335907336,9080588.235,7390000,52568000,44000,15.23529412,1
075887BV0,BDX,6/6/2017,6/6/2024,4/6/2024,Ba1,BBB+ /*-,BBB-,BBB-,3.36,1750000000,CALLABLE,FIXED,85.23,Healthcare-Products,16.54120929,Nan,Nan,Nan,No,0.165412093,860,400817000,260000,466066.2791,83,101,0.311627907,0.695348837,5,0.256976744,22267611.11,14428000,148727000,990000,47.77777778,5
075887BW8,BDX,6/6/2017,6/6/2027,3/6/2027,Ba1,BBB+ /*-,BBB-,BBB-,3.7,2400000000,CALLABLE,FIXED,121.73,Healthcare-Products,17.98574113,Nan,Nan,Nan,No,0.179857411,902,512769000,700000,568480.0443,83,101,0.281596452,0.614190687,5,0.298226164,28487166.67,21030000,178225000,1770000,50.11111111,19
075887BX6,BDX,6/6/2017,6/6/2047,12/6/2046,Ba1,BBB+ /*-,BBB-,BBB-,4.67,1500000000,CALLABLE,FIXED,365.23,Healthcare-Products,14.93581157,Nan,Nan,Nan,No,0.149358116,596,444387000,1000000,745615.7718,82,101,0.228187919,0.469798658,5,0.394295302,24688166.67,14854000,162442000,2750000,33.11111111,3
077454AF3,BDC,8/27/2012,9/1/2022,Nan,WR,BB-,Nan,NR,5.5,700000000,CALLABLE,FIXED,121.9,Electrical Compo Equip,17.74645049,59,0,0,Yes,0.177464505,745,385582000,500000,517559.7315,369,1043,0.134228188,0.775838926,3,0.480536913,2605283.784,2102500,8846000,5000,5.033783784,1
081437AH8,BMS,10/4/2011,10/15/2021,7/15/2021,Baa2,BBB,Nan,BBB,4.5,400000000,CALLABLE,FIXED,122.13,Packaging Containers,13.78248826,Nan,Nan,Nan,No,0.137824883,111,56039000,375000,504855.8559,21,41,0.405405405,0.711711712,5,0.243243243,7004875,3797500,30720000,30000,13.875,2
083518AA8,BRAUIJ,7/8/2010,7/8/2015,Nan,WR,NR,Nan,NR,12.5,450000000,CALLABLE,DEFAULTED,60.87,Coal,11.52745029,Nan,Nan,Nan,No,0.115274503,18,12675000,1000000,704166.6667,12,707,0.055555556,0.555555556,5,0.555555556,1810714.286,1000000,6025000,50000,2.571428571,1
085789AD7,LINE,5/27/2009,6/1/2014,Nan,WR,NR,Nan,NR,10.25,450000000,AT MATURITY,FIXED,61.03,Oil Gas,19.05454317,Nan,Nan,Nan,No,0.190545432,810,220192000,41500,271841.9753,324,1125,0.344444444,0.849382716,5,0.341975309,1477798.658,560000,13022000,2000,5.436241611,1
085789AF2,LINE,3/9/2012,9/15/2022,10/23/2017,WR,NR,Nan,NR,6.38,600000000,CALLABLE,DEFAULTED,128.07,Oil Gas,25.09917854,23,46,20,Yes,0.250991785,3456,1543424286,250000,446592.6752,818,1609,0.339699074,0.739583333,1,0.322916667,6299690.961,4920000,74750000,6000,14.10612245,1
085790AP8,BERY,6/10/2008,2/15/2015,Nan,WR,NR,Nan,NR,999,680600000,CALLABLE,FLOATING,81.37,Packaging Containers,13.45008561,Nan,Nan,Nan,No,0.134500856,561,406572000,1000000,724727.2727,249,744,0.201426025,0.458110517,5,0.390374332,3947300.971,3190000,19170000,40000,5.446601942,1
085790AQ6,BERY,3/4/2010,11/15/2015,Nan,WR,NR,Nan,NR,8.25,370000000,CALLABLE,FIXED,69.4,Packaging Containers,16.35713097,Nan,Nan,Nan,No,0.16357131,926,431323000,272500,465791.5767,318,734,0.280777538,0.72462203,4,0.326133909,3817017.699,2780000,24000000,94000,8.194690265,1
085790AU7,BERY,9/3/2010,5/15/2018,Nan,WR,NR,Nan,NR,9.5,500000000,CALLABLE,FIXED,93.7,Packaging Containers,20.90004629,16,29,16,Yes,0.209000463,2030,1279333000,1000000,630213.3005,582,1198,0.322660099,0.602955665,3,0.324137931,7268937.5,5182000,34200000,13000,11.53409091,1
085790AW3,BERY,4/28/2011,1/15/2021,Nan,WR,NR,Nan,NR,9.75,800000000,CALLABLE,FIXED,118.33,Packaging Containers,23.38457273,41,42,41,Yes,0.233845727,2812,1969084200,1000000,700243.3144,769,1466,0.301564723,0.54658606,3,0.343172119,9074120.737,6985000,54325000,108000,12.95852535,1
085790AX1,BERY,5/12/2014,5/15/2022,10/23/2017,B3,B+,Nan,B,5.5,500000000,CALLABLE,FIXED,97.5,Packaging Containers,23.80157547,39,38,38,Yes,0.238015755,3254,1657557000,500000,509390.5962,739,1142,0.31899201,0.707129687,1,0.331591887,9417937.5,7082000,118948000,10000,18.48863636,1
085790AY9,BERY,6/5/2015,7/15/2023,7/15/2018,B3,B+,Nan,B,5.13,700000000,CALLABLE,FIXED,98.73,Packaging Containers,22.89984269,27,25,25,Yes,0.228998427,3864,1272742000,100000,329384.5756,567,826,0.351449275,0.836697723,1,0.331780538,10347495.94,8637000,48490000,555000,31.41463415,5
085790AZ6,BERY,10/1/2015,10/15/2022,Nan,B3,B+,Nan,B,6,400000000,CALLABLE,EXCHANGED,85.7,Packaging Containers,13.17297294,0,8,0,Yes,0.131729729,341,237843000,1000000,697486.8035,130,232,0.214076246,0.580645161,2,0.35483871,6606750,5388500,23200000,100000,9.472222222,1
085790BA0,BERY,6/13/2016,10/15/2022,10/15/2018,B3,B+,Nan,B,6,400000000,CALLABLE,FIXED,77.17,Packaging Containers,15.3797057,0,13,0,Yes,0.153797057,541,230080000,250000,425286.5065,222,406,0.223659889,0.79297597,2,0.419593346,3334492.754,3006000,20245000,4000,7.84057971,1
086516AJ0,BBY,1/14/2009,7/15/2013,Nan,WR,NR,NR,NR,7.25,500000000,AT MATURITY,FIXED,54.77,Retail,20.23521652,Nan,Nan,Nan,No,0.202352165,1995,207102000,21000,103810.5263,202,289,0.464160401,0.963408521,5,0.206516291,4226571.429,2562000,21606000,10000,40.71428571,2
086516AL5,BBY,3/11/2011,3/15/2021,12/15/2020,Baa1,BBB-,BBB-u,BBB,5.5,650000000,CALLABLE,FIXED,121.9,Retail,38.51574666,37,35,30,Yes,0.385157467,34119,2941700000,25000,86218.82236,771,1490,0.449749406,0.981212814,3,0.28720068,17937195.12,13618000,97334000,75000,208.0426829,1
086516AM3,BBY,7/16/2013,8/1/2018,Nan,Baa1,BBB-,BBB-u,BBB,5,500000000,AT MATURITY,FIXED,61.4,Retail,27.97366292,26,29,25,Yes,0.279736629,9402,1355506000,25000,144172.091,534,757,0.450542438,0.95426505,1,0.120187194,12102732.14,10545500,64130000,943000,83.94642857,19
08783AAA1,REYNOL,11/15/2013,12/15/2016,Nan,WR,NR,Nan,NR,5.63,650000000,CALLABLE,FIXED,37.53,Packaging Containers,15.95924584,0,26,0,Yes,0.159592458,826,586128000,1000000,709598.063,328,790,0.251815981,0.55811138,2,0.384987893,5009641.026,3765000,22244000,30000,7.05982906,1
08783AAC7,REYNOL,12/10/2013,6/15/2017,Nan,WR,NR,Nan,NR,6,590000000,CALLABLE,FIXED,42.77,Packaging Containers,16.53847146,0,30,0,Yes,0.165384715,1053,757155000,1000000,719045.584,348,643,0.297245964,0.561253561,2,0.362773029,7351019.417,5495000,27825000,36000,10.22330097,1
088609AA0,BILOLF,9/20/2013,9/15/2018,10/23/2017,Caa2,C,Nan,CC,8.63,475000000,CALLABLE,PAY-IN-KIND,60.7,Food,14.72261278,Nan,Nan,Nan,No,0.147226128,492,407239000,1000000,827721.5447,203,1147,0.119918699,0.520325203,5,0.414634146,3878466.667,3000000,17000000,10000,4.685714286,1
088611AA6,BILOLF,2/3/2011,2/15/2019,10/23/2017,B3,CCC-,Nan,CCC,9.25,425000000,CALLABLE,FIXED,97.8,Food,17.2294421,Nan,Nan,Nan,No,0.172294421,1084,777710000,1000000,717444.6494,425,1089,0.133763838,0.586715867,5,0.402214022,4830496.894,3783000,27000000,100000,6.732919255,1
08949LAA8,BIGBRS,8/23/2017,9/1/2025,9/1/2020,B3,B,Nan,B-,7.25,600000000,CALLABLE,FIXED,97.7,Iron/Steel,13.82073396,Nan,Nan,Nan,No,0.13820734,155,109995000,1000000,709645.1613,18,28,0.070967742,0.606451613,3,0.574193548,21999000,12715000,68380000,3960000,31,5
090613AC4,BMET,6/26/2008,10/15/2017,Nan,WR,NR,Nan,NR,10,775000000,CALLABLE,FIXED,113.27,Healthcare-Products,15.8164141,0,11,0,Yes,0.158164141,1140,570345000,411000,500302.6316,351,559,0.240350877,0.680701754,5,0.378947368,6267527.473,4957000,24410000,30000,12.52747253,1
090613AD2,BMET,6/26/2008,10/15/2017,Nan,WR,NR,Nan,NR,10.38,774999500,CALLABLE,PAY-IN-KIND,113.27,Healthcare-Products,15.30904084,Nan,Nan,Nan,No,0.153090408,830,516579000,1000000,622384.3373,294,570,0.224096386,0.589156627,5,0.402409639,6077400,5795000,17989000,8000,9.764705882,1
090613AE0,BMET,6/26/2008,10/15/2017,Nan,WR,NR,Nan,NR,11.63,1014999500,CALLABLE,FIXED,113.27,Healthcare-Products,15.43033713,0,11,0,Yes,0.154303371,824,540840000,1000000,656359.2233,312,641,0.216019417,0.575242718,2,0.377427184,5943296.703,5032000,23000000,5000,9.054945055,1
090613AF7,BMET,8/8/2012,8/1/2020,Nan,WR,NR,Nan,NR,6.5,1825000000,CALLABLE,FIXED,97.17,Healthcare-Products,19.16978472,11,11,10,Yes,0.191697847,3,15000,5000,5000,1,0,0.666666667,1,1,0.333333333,15000,15000,15000,15000,3,3
090613AH3,BMET,6/20/2013,10/1/2020,Nan,WR,NR,Nan,NR,6.5,800000000,CALLABLE,FIXED,88.67,Healthcare-Products,16.91492848,24,24,23,Yes,0.169149285,1219,760138000,750000,623575.0615,383,608,0.264150943,0.642329779,3,0.386382281,7239409.524,6040000,21460000,45000,11.60952381,1
090613AJ9,BMET,6/20/2013,8/1/2020,Nan,WR,NR,Nan,NR,6.5,1824995000,CALLABLE,FIXED,86.63,Healthcare-Products,19.37336079,24,24,23,Yes,0.193733608,2870,1746488125,750000,608532.4477,469,638,0.213240418,0.603484321,1,0.414285714,16633220.24,15199000,54207000,1076000,27.33333333,4
09064AAF8,BMR,3/30/2011,4/15/2016,Nan,WR,NR,Nan,NR,3.85,400000000,CALLABLE,FIXED,61.43,Real Estate,19.21232959,Nan,Nan,Nan,No,0.192123296,39,24055000,1000000,616794.8718,6,1806,0.487179487,0.615384615,5,0.333333333,8018333.333,300000,23630000,125000,13,3
09064AAH4,BMR,4/23/2014,5/1/2019,Nan,WR,NR,Nan,NR,2.63,400000000,CALLABLE,FIXED,61.13,Real Estate,13.06970034,Nan,Nan,Nan,No,0.130697003,49,32660000,1000000,666530.6122,5,658,0.163265306,0.551020408,5,0.571428571,10886666.67,2000000,30300000,360000,16.33333333,2
090688AA0,BTSDF,6/21/2016,6/21/2021,6/21/2018,Ba3,BB-,Nan,BB-,7.25,600000000,CALLABLE,FIXED,60.87,Household Products/Wares,17.04142889,Nan,Nan,Nan,No,0.170414289,6,2200000,400000,366666.6667,4,344,0,1,5,0.5,733333.3333,1000000,1000000,200000,2,1
091935AD8,BBBB,10/18/2016,10/15/2021,4/15/2018,Caa1,CCC+,Nan,CCC+,9.75,377634000,CALLABLE,FIXED,60.77,Software,10.39054511,Nan,Nan,Nan,No,0.103905451,119,83308000,1000000,700067.2269,65,330,0.042016807,0.529411765,4,0.554621849,2314111.111,1817500,8798000,103000,3.305555556,1
09225GAB0,BSTDBK,5/6/2016,5/6/2021,Nan,A2,A-,Nan,A-,4.88,500000000,AT MATURITY,FIXED,60.87,Multi-National,10.47691737,Nan,Nan,Nan,No,0.104769174,66,41938000,750000,635424.2424,32,415,0,0.606060606,5,0.787878788,1997047.619,1000000,5750000,200000,3.142857143,1
09258BAC9,BLKCQP,3/20/2017,3/20/2021,9/20/2018,Nan,B,Nan,NR,6.5,1850000000,CALLABLE,FIXED,48.7,Diversified Finan Serv,9.173061775,Nan,Nan,Nan,No,0.091730618,15,11478000,1000000,765200,10,58,0.133333333,0.466666667,5,0.466666667,1639714.286,1000000,6300000,300000,2.142857143,1
093645AH2,BLOCKC,2/16/2017,2/15/2025,2/15/2020,Ba3,BB-,Nan,BB-,6.88,500000000,CALLABLE,FIXED,97.37,Media,13.38119661,6,0,0,Yes,0.133811966,393,227207000,500000,578134.8601,105,213,0.124681934,0.704834606,3,0.48346056,6885060.606,3640000,69450000,325000,11.90909091,1
093679AD0,BLIA,10/1/2009,10/1/2014,Nan,WR,NR,WD,NR,11.75,675000000,SINKABLE,DEFAULTED,60.87,Retail,9.34270483,Nan,Nan,Nan,No,0.093427048,6,3404000,474000,567333.3333,2,0,0,0.666666667,5,0.666666667,1702000,1702000,3021000,383000,3,1
09534WAA3,BCOHOL,5/22/2015,6/1/2023,Nan,WR,NR,Nan,NR,8.38,470000000,CALLABLE,FIXED,97.73,Internet,11.87573471,Nan,Nan,Nan,No,0.118757347,500,412250000,1000000,824500,153,380,0.076,0.436,5,0.462,7107758.621,3937500,99295000,120000,8.620689655,1
095370AA0,OLN,10/5/2015,10/15/2023,10/15/2020,Ba1,BB,Nan,BB,9.75,720000000,CALLABLE,FIXED,97.73,Chemicals,18.80857454,13,13,12,Yes,0.188085745,1342,995307000,1000000,741659.4635,227,474,0.353204173,0.596870343,1,0.319672131,18096490.91,11840000,139548000,1205000,24.4,2
095370AB8,OLN,10/3/2016,10/15/2023,10/15/2020,Ba1,BB,Nan,BB,9.75,718825000,CALLABLE,FIXED,85.6,Chemicals,17.55911737,10,9,9,Yes,0.175591174,1058,349656000,150000,330487.7127,215,330,0.31852552,0.854442344,1,0.34026465,6597283.019,6079000,20907000,451000,19.96226415,3
095370AC6,OLN,10/5/2015,10/15/2025,Nan,Ba1,BB,Nan,BB,10,500000000,CALLABLE,EXCHANGED,122.1,Chemicals,15.96384799,13,13,12,Yes,0.15963848,793,552245000,1000000,696399.7478,194,315,0.306431274,0.606557377,1,0.361916772,10226759.26,6895000,79644000,540000,14.68518519,1
095370AD4,OLN,10/3/2016,10/15/2025,10/15/2020,Ba1,BB,Nan,BB,10,500000000,CALLABLE,FIXED,109.97,Chemicals,16.55236789,10,9,9,Yes,0.165523679,803,248475000,100000,309433.3748,215,330,0.303860523,0.843088418,1,0.393524284,4688207.547,3577000,15430000,378000,15.1509434,3
095796AA6,BLURAC,11/13/2014,11/15/2022,11/15/2017,B3,B,Nan,B-,6.13,850000000,CALLABLE,FIXED,97.47,Pipelines,19.14222026,32,0,0,Yes,0.191422203,1900,1198211000,800000,630637.3684,527,1039,0.175789474,0.612631579,3,0.412105263,8206924.658,6525000,75988000,50000,13.01369863,1
09627HAA4,BLULNE,1/31/2014,2/1/2019,Nan,WR,NR,Nan,NR,7,760000000,CALLABLE,FIXED,60.9,Machinery-Constr Mining,20.23944778,39,37,37,Yes,0.202394478,2355,1537748000,750000,652971.5499,567,982,0.215286624,0.637367304,1,0.366878981,10678805.56,9822500,33210000,50000,16.35416667,1
09628TAA7,BSLAU,5/5/2016,5/15/2021,5/15/2018,Ba1,BB+,Nan,BB+,6.5,500000000,CALLABLE,FIXED,61.2,Iron/Steel,14.42290151,16,0,0,Yes,0.144229015,587,351402000,550000,598640.5451,197,463,0.175468484,0.660988075,3,0.417376491,4949323.944,2563000,93745000,285000,8.267605634,1
09628UAA4,BLULNE,3/16/2017,3/15/2024,3/15/2020,Caa1,B,Nan,B-,9.25,1100000000,CALLABLE,FIXED,85.2,Machinery-Constr Mining,18.19016489,4,4,4,Yes,0.181901649,1033,729977000,1000000,706657.3088,132,164,0.290416263,0.607938045,1,0.377541142,24332566.67,15079500,172785000,4850000,34.43333333,5
09657QAA7,BVMFBZ,7/16/2010,7/16/2020,Nan,Ba1,BB,Nan,BB,5.5,612000000,AT MATURITY,FIXED,121.77,Diversified Finan Serv,10.32920548,Nan,Nan,Nan,No,0.103292055,40,29124000,1000000,728100,28,365,0.025,0.55,5,0.7,1532842.105,1000000,4000000,50000,2.105263158,1
